user_input,reference,reference_video_url
소아청소년과에서 O자다리에 대한 일반적인 설명은 무엇인가요?,"소아청소년과 전문의에 따르면, 신생아의 다리는 원래 동그랗게 휘어져 있는 경우가 많으며, 이는 태아기 자세와 관련이 깊습니다. 일반적으로 O자 다리는 의학적으로 내반슬이라고 하며, 아기를 눕힌 상태에서 고관절과 발목을 잇는 선보다 무릎이 바깥쪽으로 튀어나와 있으면 진단됩니다. 대부분의 경우, 1세 이전의 심하지 않은 O자 다리는 생리적 내반슬로 정상이며, 저절로 좋아집니다. 그러나 비만한 아이들에서는 더 심하게 나타날 수 있으므로 체중 관리가 중요합니다. O자 다리가 심한 경우에는 소아청소년과에서 정형외과로 의뢰하여 검사하고 치료를 받을 수 있습니다.",https://www.youtube.com/watch?v=Lv4IOzPSrt0
소아청소년과 의사로서 위드 코로나 시대에 부모가 아이의 언어 발달을 어떻게 도와줄 수 있는지 설명해 주실 수 있나요?,"위드 코로나 시기에는 부모가 아이의 언어 발달을 돕기 위해 일상 대화 노출을 늘리는 것이 중요합니다. 아이가 집에서 어른들 간의 일상 대화를 듣고 자라는 것이 필수적이며, 하루 6시간 이상 대화에 노출되는 것이 좋습니다. 특히 두 돌 이전이 중요하지만, 두 돌 이후에도 대화 노출의 중요성은 변하지 않습니다. 부모 혼자서 아이에게 말하는 것만으로는 부족하므로, 부모가 이웃과 어울리고 친구를 만나면서 아이가 어른들 간의 대화를 더 많이 들을 기회를 늘려야 합니다. 언어 자극이 부족해 언어 지연이 있는 아이는 어른들 간의 대화를 더 많이 듣게 하는 노력이 필요합니다.",https://www.youtube.com/watch?v=hQsR69JSt7w
어린이집에 보내면 아이의 언어 발달에 어떤 영향을 미칠까요?,"어린이집에 보내면 아이는 선생님과 또래의 말을 많이 듣게 되어 말문이 트이고 말이 늘어날 수 있습니다. 그러나 어린이집에서 듣는 언어는 대체로 단순하기 때문에, 아이가 어른들의 일상 대화를 충분히 듣지 못하게 될 수 있습니다. 이는 언어 발달의 질적인 면에서 차이를 초래할 수 있으며, 복잡한 말을 많이 듣는 것이 두뇌 발달에 더 긍정적인 영향을 미친다는 점을 고려해야 합니다.",https://www.youtube.com/watch?v=SDTMhEW2iRg
부모가 아기에게 당뇨를 예방하기 위해 어떤 조치를 취해야 하는지 설명해 주세요.,"부모는 아기에게 당뇨를 예방하기 위해 여러 가지 조치를 취해야 합니다. 첫째, 집안에 당뇨병 환자가 있는지 확인하고, 부모와 친척 중 당뇨병 환자가 있다면 아이도 나중에 당뇨가 생길 가능성이 있으므로 특히 주의해야 합니다. 둘째, 체중 관리를 시작해야 하며, 저체중으로 태어난 아이도 주의가 필요하고, 어릴 때 과식해 체중이 많이 나가면 비만이 될 위험이 있습니다. 셋째, 식사에 현미나 잡곡 같은 통곡식을 많이 섞어 먹는 것이 중요하며, 이유식 초기에는 통곡물을 약 50% 섞어 주고, 돌부터 두 돌까지는 60~70%, 두 돌 이후에는 평생 적어도 50% 이상 섭취하는 것이 좋습니다. 넷째, 당분 섭취를 줄이고, 설탕이나 단 음식은 가능하면 적게 먹도록 하며, 두 돌 이전에는 당이 첨가된 음식과 탄산음료는 주지 말아야 합니다. 마지막으로, 운동도 중요하며, 어릴 때부터 많이 뛰어놀게 하여 근력을 기르는 것이 좋습니다. 이러한 조치를 통해 부모는 아기의 당뇨 예방에 기여할 수 있습니다.",https://www.youtube.com/watch?v=xIaLSz0W0h8
사회적 거리두기가 아이의 발달에 미치는 영향은 무엇인가요?,"사회적 거리두기는 아이들의 발달에 문제가 생긴 가장 큰 원인 중 하나로, 외출과 타인과의 만남, 놀이 기회가 줄어들었습니다. 이러한 경험 부족은 두뇌 발달에 영향을 미치며, 특히 언어 노출이 부족해질 수 있습니다. 아이가 다양한 감각 자극을 경험하지 못하면 지능 발달에 부정적인 영향을 줄 수 있습니다.",https://www.youtube.com/watch?v=oiq26QC3J-E
초음파는 고관절 탈구의 조기 진단에 어떻게 도움이 됩니까?,"요즘은 신생아 때 의심되면 초음파로 조기 진단이 가능하며, 생후 6개월 이전에 진단되면 보조기 사용으로 치료 가능한 경우가 많습니다.",https://www.youtube.com/watch?v=WB_1dOFTbpI
잠복결핵이 뭐예요?,잠복결핵은 결핵균에 감염되었지만 당장 발병하지 않는 상태입니다. 이 상태인 아이들은 어느 날 갑자기 활동성 결핵으로 진행할 수 있어 주의가 필요합니다.,https://www.youtube.com/watch?v=fkN7cjJ2ec0
소아 맹장염의 증상과 진단 방법에 대해 자세히 설명해 주실 수 있습니까?,"소아 맹장염의 가장 중요한 증상은 통증이며, 통증은 꽤 심하게 나타날 수 있습니다. 초기에는 식욕이 떨어지고 속이 불편하며 구토나 설사, 발열 등이 동반될 수 있지만, 주된 증상은 통증입니다. 통증은 보통 처음에는 명치나 배꼽 부위에서 시작하여 우하복부로 옮겨지며, 진행되면 배를 눌렀을 때 더 아프고 손을 떼면 통증이 심해집니다. 아이들은 증상이 비특이적이기 때문에 진단이 어려울 수 있으며, 배가 아파 허리를 펴지 못하거나 잘 걷지 못하는 경우에는 맹장염을 의심해야 합니다. 특히 아이들은 증상이 심하지 않다가 갑자기 터져서 심하게 아파 터진 후에야 진단되는 경우가 흔하므로, 증상이 나타나면 즉시 진료를 받는 것이 중요합니다.",https://www.youtube.com/watch?v=le_B0qIJpeU
신속항원검사는 언제 받아야 하나요?,"증상이 있는 경우에는 의료기관을 방문하여 신속항원검사를 받아 결과를 확인하고 필요하면 약을 처방받으시면 됩니다. 또한, 처음 검사에서 음성이 나온 동거인은 6~7일 차에 자가검사나 의료기관 방문 등 편하고 신속한 방법으로 신속항원검사를 받는 것이 권고됩니다.",https://www.youtube.com/watch?v=lGXHZ2r3Wms
식약처는 펜벤다졸의 사용에 대해 어떤 권고를 하고 있습니까?,우리나라 식약처는 암 환자는 펜벤다졸을 복용하지 말라는 권고를 한 바 있습니다.,https://www.youtube.com/watch?v=WvSYnSGuG4k
신생아가 땀을 많이 흘리는 이유는 뭐에요?,"신생아는 식은땀을 많이 흘리는 편입니다. 아이들은 어른에 비해 땀을 더 많이 흘리며, 땀을 조절하는 기능이 미숙하기 때문에 이마, 손바닥, 발바닥 등에서 땀이 쉽게 맺힐 수 있습니다. 일반적으로 신생아가 땀을 많이 흘려도 열이 없고 다른 이상이 없다면 정상적이라고 볼 수 있습니다.",https://www.youtube.com/watch?v=8GwNlF44ntY&list=PLC6Msm1YCNw-NJBk4ajBkTeS2rJULiT1b
귀리는 아이의 장내 유익균에 어떤 영향을 미칩니까?,"귀리는 이유식 시 유익균이 잘 자랄 수 있는 장내 환경을 만들 수 있도록 도와주는 음식 중 하나입니다. 귀리와 함께 보리, 통곡물, 채소, 과일을 골고루 충분히 먹이면 유익균의 비율을 높여 장내 균형을 개선할 수 있습니다.",https://www.youtube.com/watch?v=YKp7ta1H0c0
코로나에 걸린 후 90일이 지나면 접종을 받는 것이 왜 중요한가요?,"코로나는 시간이 지나면서 항체가 급격히 떨어지는 특성이 있어, 감염 이력이 있더라도 접종을 완료하는 것이 안전합니다. 통상 감염 후 접종은 90일 이후를 권고하며, 이는 항체의 일시적인 보호 효과를 고려한 것입니다. 따라서 90일이 지난 후 접종을 받는 것이 중요합니다.",https://www.youtube.com/watch?v=W5WFStdc8YQ
IBCLC는 아기 몸무게가 잘 늘지 않을 때 분유를 두 돌까지 먹이는 것에 대해 어떤 조언을 제공하나요?,"IBCLC는 아기 몸무게가 적다고 해서 분유를 더 오래 먹이는 것이 기준이 되는 것은 아니라고 설명합니다. 분유는 기본적으로 돌까지 먹이는 것이 좋고, 돌이 지나면 서서히 분유량을 줄여 우유로 바꾸어 먹이는 것이 바람직하다고 합니다. 또한, 아기 몸무게에는 칼로리 섭취가 더 중요하므로 단순히 분유를 오래 먹인다고 체중이 늘지는 않으며, 다양한 음식을 통해 필요한 영양을 섭취하는 것이 가장 중요하다고 강조합니다.",https://www.youtube.com/watch?v=eGD1vhqSmpk
소아청소년과에서 감기 치료를 위해 항생제를 사용하면 빨리 나을 수 있나요?,"감기는 바이러스 질환이기 때문에 항생제를 쓴다고 병이 빨리 낫지 않습니다. 그러나 겉으로는 감기처럼 보이지만 실제로는 세균이 일으키는 병이 있을 수 있고, 그런 경우에는 항생제를 써야 빨리 좋아집니다. 따라서 소아과 의사가 감기라고 진단한 경우에는 항생제를 쓸 필요가 없지만, 부모가 감기라고 생각하는 질환 중에는 항생제가 필요한 경우도 있으므로 진료를 받기 전부터 '감기니까 항생제는 안 써도 된다'고 단정하는 것은 곤란합니다.",https://www.youtube.com/watch?v=pYwy3xOAQuk
아가가 열이 날 때 열성 경련에 대해 어떻게 대처해야 하나요?,"열이 나면 아이가 힘들어하고 잘 먹지 못하거나 때로는 열성 경련을 일으킬 수 있으므로, 열이 심할 때는 해열을 통해 아이 상태를 도와주는 것이 필요합니다.",https://www.youtube.com/watch?v=BrlV6XvUiEU
소아청소년과에서 아이들 어떻게 보호하나요?,"소아청소년과 전문의는 위드 코로나 시기에 아이들을 보호하기 위해 부모가 이웃과 친구를 자주 만나게 하고, 아이가 어른들 간의 일상 대화를 많이 들을 수 있도록 해야 한다고 강조합니다. 또한, 아픈 아이는 유치원이나 어린이집에 보내지 말고 충분히 쉬게 해야 하며, 코로나 예방접종을 하지 못하는 아이들을 보호하는 방법도 중요하다고 설명합니다.",https://www.youtube.com/watch?v=hQsR69JSt7w
편두통이 어린이에게 발생할 때 어떤 주의사항이 필요합니까?,"편두통 같은 반복적 두통이 있을 수 있지만 원인이 해결되면 대개 저절로 호전됩니다. 두통이 계속되는 경우에는 안과 검진을 받는 것이 좋으며, 난시나 사시처럼 눈 문제가 원인일 수 있습니다. 또한, 아이와 대화를 많이 하고 부모가 문제를 함께 나누면 도움이 됩니다. 배고픔이나 수면 부족·과다한 수면도 두통을 유발할 수 있으므로 주의해야 합니다. 두통이 생기면 다른 이상이 없는지 확인하고 편하게 눕히며 물을 마시게 하고 머리에 차가운 수건을 올려주면 좋아질 수 있습니다. 차가운 음식이나 특정 음식을 피하는 것도 도움이 됩니다. 만약 넘어지거나 머리를 부딪힌 뒤 심한 두통이 발생하거나, 고열, 심한 구토, 의식 변화가 동반된다면 즉시 진료를 받아야 합니다.",https://www.youtube.com/watch?v=3-12OoVBHzE
혼합수유를 하는 아기가 녹색 변을 보았을 때 주의해야 할 점은 무엇인가요?,"혼합수유를 하는 아기가 녹색 변을 보더라도 변의 횟수나 물기가 정상 범위이고 아기에게 다른 이상이 없으면 문제가 되지 않습니다. 그러나 지속적인 녹색 변은 전유와 후유의 불균형일 수 있으므로, 젖을 충분히 비우는지 확인하는 것이 중요합니다.",https://www.youtube.com/watch?v=fq0X4V8igCg
수족구병에 대해 잘못된 정보를 알고 싶습니다.,"수족구병은 전염성이 강한 질환으로, 병의 급성기에는 다른 사람에게 잘 옮깁니다. 따라서 등원하지 않는 것이 권장되며, 열이 내리고 입안의 병변이 모두 나을 때까지 어린이집이나 유치원에 가지 않는 것이 좋습니다. 수족구병은 손과 발, 입에 물집이 생기는 질환이며, 심한 경우 무릎이나 엉덩이에도 물집이 생길 수 있습니다. 대부분은 큰 문제 없이 회복되지만 드물게 뇌나 심장에 합병증을 일으킬 수 있으므로 주의가 필요합니다.",https://www.youtube.com/watch?v=gwyTOm4NluE
응급실에 가야 하는 서혜부 탈장의 증상은 무엇인가요?,"서혜부 탈장이 의심되는 경우, 사타구니가 붓고 탈장이 줄지 않거나 아이가 갑자기 심하게 울며 아파하면 즉시 응급실로 가야 합니다.",https://www.youtube.com/watch?v=KSagw5gmpAI
IR3535 뭐에요?,"IR3535는 모기기피제의 성분 중 하나로, 모기로부터 보호하기 위해 사용할 수 있습니다.",https://www.youtube.com/watch?v=VNS2QM4M5jo
2018년 이후 수족구병에 대한 질병관리본부의 등원 지침은 무엇인가요?,"2018년 이후 질병관리본부 지침에 따르면, 수족구병이 의심되는 경우 열이 내리고 입안의 물집이 다 나을 때까지 등원하지 않는 것이 권장됩니다. 이는 이전의 일주일 정도 등원 중단 권장과는 달리, 명확히 열이 내리고 입안 병변이 호전된 후에 등원할 수 있도록 규정하고 있습니다.",https://www.youtube.com/watch?v=omxS7s9dn-E
소아청소년과 전문의로서 설사를 하는 아이에게 적절한 식사를 제공하는 방법은 무엇인가요?,"설사를 하는 아이에게는 원래 먹던 음식을 대부분 그대로 먹여도 되지만, 짜고 달고 기름진 음식은 피하는 것이 좋습니다. 예전에는 흰죽만 먹이거나 음식을 지나치게 제한하는 경우가 있었지만, 이제는 그렇게 할 필요가 없습니다. 설사가 심해 탈수가 된 경우에는 급성기에는 병원 치료를 받기도 하지만, 탈수가 좋아지면 원래 먹던 음식으로 빨리 돌아가는 것이 바람직합니다. 또한, 설사가 오래 지속되면 장기간 음식 섭취가 부족해 성장 발달에 문제가 생길 수 있으니 주의해야 합니다.",https://www.youtube.com/watch?v=w8BucI0wZYE
코로나 시기에 아이의 두뇌 발달을 위해 부모가 한글 교육을 어떻게 해야 하나요?,"코로나 시기를 겪은 아동은 특히 학습과 관련된 언어 능력 발달에 영향을 받을 수 있으므로 초등학교 입학 전에는 외국어 교육보다 우리말 실력 다지기에 집중하는 것이 좋습니다. 한글 읽기·쓰기 교육도 가능하면 입학 직전 정도까지만 하고, 1~2년 전부터 조기 교육하는 것은 권장하지 않습니다.",https://www.youtube.com/watch?v=oiq26QC3J-E
해외여행 중 아이가 배 아프면 어떻게 해야 하나요?,"해외여행 중 복통이 생기면 조심해야 합니다. 나라마다 세균 분포와 질병 양상이 달라 우리나라에서 가져간 약을 함부로 복용하는 것은 위험할 수 있으니, 현지에서 증상이 심하면 현지 병원을 방문하는 것이 안전합니다.",https://www.youtube.com/watch?v=uouQmwIkB28
호흡기 질환에 미세먼지가 미치는 영향은 무엇인가요?,"미세먼지는 정상인도 장기간 노출되면 호흡기뿐 아니라 심장과 혈관에 영구적인 문제가 생길 수 있습니다. 특히 임신부, 어린이, 노인, 호흡기 질환자 및 심혈관계 질환자는 각별히 주의해야 합니다.",https://www.youtube.com/watch?v=DZF5jSaam2g
10월 13일 독감 접종 언제 시작해?,10월 13일 화요일부터 13세부터 18세까지의 무료 독감 예방접종이 시작됩니다.,https://www.youtube.com/watch?v=ZtpV18GRqvw
버스를 이용할 때 어린이의 멀미를 예방하기 위한 방법은 무엇인가요?,"버스를 이용할 때 어린이의 멀미를 예방하기 위해서는 가능한 한 움직임이 적은 자리에 앉는 것이 좋습니다. 앞쪽 좌석에 앉는 것이 좋으며, 가능하면 앞을 보고 앉아 등을 기대어 몸이 움직이지 않게 하는 것이 중요합니다. 또한, 멀미를 줄이기 위해 아이와 이야기를 나누거나 노래를 부르며 관심을 돌려주는 것도 도움이 됩니다. 차 안에서 책을 읽거나 핸드폰을 사용하는 것은 피하는 것이 좋고, 가끔 창밖의 경치를 보게 하는 것도 도움이 됩니다.",https://www.youtube.com/watch?v=5Y5ariP76L8
감기와 관련하여 아이가 코피를 흘릴 때 어떤 조치를 취해야 하나요?,"감기나 알레르기성 비염이 있을 때 점막의 염증으로 인해 출혈이 쉽게 생겨 가볍게 코를 풀어도 코피가 날 수 있습니다. 아이가 코피를 할 때는 절대로 당황하지 말고, 고개를 앞으로 숙여 피가 목으로 넘어가지 않게 해주고, 누워 있어야 할 경우 머리를 받쳐주는 것이 좋습니다. 코를 엄지와 검지로 잡아 지혈해 주되 코 앞쪽의 혈관이 모여 있는 부분을 깊숙이 눌러 10분 정도 지혈한 후 살짝 손을 놓아 코피가 멎었는지 확인하십시오. 만약 코피가 멎지 않으면 다시 10분 정도 더 눌러 주십시오. 이렇게 해도 코피가 멎지 않으면 의사의 진료를 받아야 합니다.",https://www.youtube.com/watch?v=uXd60SqQSgw
방광에 대해 알려주세요.,"방광은 소변이 모이는 기관으로, 소변은 콩팥에서 만들어져 요관을 통해 방광에 모였다가 배뇨 시 요도를 통해 몸 밖으로 나갑니다. 방광에 염증이 생기면 방광염이라고 부르며, 이는 대개 열이 없거나 경미한 경우가 많고 소변을 자주 보거나 참기 힘들어하며 배뇨 시 통증을 호소합니다.",https://www.youtube.com/watch?v=I67Saxxkk28
어린이 결핵의 초기 증상은 무엇인가요?,"어린이 결핵은 초기에는 특별한 증상이 없는 경우가 많아 가벼운 기침, 발열, 식욕부진, 소화불량, 체중감소 등으로 결핵을 의심하기 어려운 양상을 보입니다.",https://www.youtube.com/watch?v=fkN7cjJ2ec0
소아청소년과에서 아이의 열이 나는 경우 어떻게 대처해야 하는지에 대한 권장 사항은 무엇인가요?,"소아청소년과 전문의에 따르면, 아이가 열이 나면 해열제를 먹이고 기다리는 것이 기본입니다. 열 자체는 병균과 싸우는 데 도움이 될 수 있으므로 무조건 억제할 필요는 없지만, 고열로 인해 아이가 불편해할 경우 해열제를 사용하는 것이 일반적입니다. 38도 이상의 열이 있을 때 해열제를 고려하고, 권장 용량과 투여 간격을 지켜야 하며, 열이 떨어지지 않는다고 추가로 해열제를 주지 않아야 합니다. 또한, 심한 고열이나 지속적인 열이 있을 경우 소아과 진료를 받는 것이 좋습니다.",https://www.youtube.com/watch?v=zCySQ2L8sco
일본뇌염은 9월에 얼마나 많이 발생하나요?,일본뇌염은 주로 8월에 발생하기 시작해 9월과 10월에 가장 많이 발생합니다.,https://www.youtube.com/watch?v=UoGHVeLL6i4
"수족구병은 엔테로바이러스에 의해 발생하는데, 이 바이러스의 전파 경로는 무엇인가요?","수족구병은 엔테로바이러스가 일으키는 병으로, 감기와 마찬가지로 호흡기 전파가 가능하며 침이나 대변을 통해서도 전염될 수 있습니다.",https://www.youtube.com/watch?v=omxS7s9dn-E
어린이들이 감기에 자주 걸리는 이유는 무엇인가요?,어린이들이 감기에 자주 걸리는 이유는 많은 아이들이 어린이집이나 유치원에 다니며 다른 아이들과 접촉하기 때문에 새로운 바이러스가 계속 유입되어 감기가 반복되기 쉽기 때문입니다.,https://www.youtube.com/watch?v=DD8tv2koDp4
4세 아이가 야경증 걸리면 뭐 해야 해?,"4세 아이가 야경증에 걸렸을 때 부모가 가장 중요한 것은 놀라지 않는 것입니다. 아이의 행동에 당황하지 말고 침착하게 대응하세요. 불을 켜고 아이 옆에 있다는 것을 알려주고 손을 잡아 안전을 확보해 주며, 소리를 지르거나 억지로 깨우는 것은 피하세요. 아이가 돌아다니다가 다칠 수 있으니 특히 주의가 필요합니다.",https://www.youtube.com/watch?v=ga5buDGcdGw
돌발진의 주요 증상은 무엇인가요?,"돌발진의 주요 증상은 고열이 나다가 보통 3일가량 지나 열이 떨어지면 발진이 생기는 것입니다. 발진은 몇 시간 만에 사라지기도 하고 보통 하루에서 이틀, 드물게 3일가량 지속되며 대개 가렵지 않고 시간이 지나면 흉터나 착색 없이 저절로 좋아집니다.",https://www.youtube.com/watch?v=YSjrWvCVs3s
소아청소년과에서 포경수술의 장점과 단점에 대해 어떻게 설명하나요?,"소아청소년과 전문의는 포경수술이 남자아이의 성기 끝을 싸고 있는 포피를 제거하는 수술이라고 설명합니다. 이 수술은 감염이 적고 성기암 발생을 줄이며 성병과 HIV 감염 위험도 낮추는 예방 효과가 있습니다. 그러나 의학적 측면뿐 아니라 관습적·문화적 측면도 고려해야 하며, 최근에는 신생아 시기에 포경수술을 하지 않는 경우가 많습니다. 포경수술이 필요한 경우는 포피가 너무 조여 소변을 보기 어렵거나 포피염이 자주 발생하는 경우 등입니다. 수술은 어렵지 않으며 회복도 잘 되는 편이지만, 모든 병원에서 시행하는 것은 아니므로 주의가 필요합니다.",https://www.youtube.com/watch?v=1h9tl0kduFI
미크론 변이가 아기에게 미치는 영향은 무엇인가요?,"미크론 변이는 전염력이 강해 이미 감염되었을 가능성이 있으며, 초기 검사에서 음성이 나와도 이후 양성으로 전환될 수 있습니다. 따라서 부모가 코로나 양성일 경우 아기가 음성이더라도 격리하는 것이 바람직합니다.",https://www.youtube.com/watch?v=bSKtcyM7eGw
소아청소년과에서 짜게 먹지 말라는 이유는 무엇인가요?,"소아청소년과 전문의는 두 살까지는 소금을 따로 첨가하지 말고 원래 짠 음식도 먹이지 않는 것이 좋다고 강조합니다. 짜게 먹는 습관은 한 번 들면 고치기 힘들기 때문에 어릴 때부터 싱겁게 먹는 습관을 들이는 것이 매우 중요합니다. 짠 음식은 건강에 해롭고, 과다 섭취 시 심장병, 뇌졸중 같은 성인병의 위험을 높입니다.",https://www.youtube.com/watch?v=3hI0NhprCfg
열성경련이 발생했을 때 병원에 가야 하는 상황은 어떤 것인가요?,"열성경련이 20분 이상 지속되거나 다른 문제가 의심될 경우에는 병원에 가는 것이 좋습니다. 또한, 경련이 비대칭이거나 지속 시간이 길면 시간을 확인해 병원에 갔을 때 알려 주는 것이 중요합니다.",https://www.youtube.com/watch?v=gOYrzoLq9Rg
시겔라가 용혈성 요독증후군의 원인균 중 하나로 언급된 이유는 무엇인가요?,"시겔라는 용혈성 요독증후군의 원인균 중 하나로, 이 병은 식중독 이후 합병증으로 발생할 수 있으며, 대장균, 시겔라, 캠필로박터 등 일부 세균이 원인이 될 수 있습니다.",https://www.youtube.com/watch?v=ZZkU79leibA
30~40대는 A형 간염 예방접종 어떻게 해야 하나요?,일반적으로 30~40대는 항체검사 없이 A형 간염 예방접종을 권합니다.,https://www.youtube.com/watch?v=dR7nrpbJQt0
소아청소년과에서 고환이 내려오지 않은 아기에 대해 어떻게 대처해야 합니까?,"출생 시 고환이 내려와 있지 않다면 소아청소년과에 알리고 일단 기다려 관찰합니다. 만약 생후 6개월까지 고환이 내려오지 않으면 자연적으로 내려올 가능성이 낮으므로 소아청소년과에서 진찰을 받아야 하며, 보통 늦어도 생후 1년 내에는 수술을 권합니다.",https://www.youtube.com/watch?v=AEtRzQEps2M
노인들은 미세먼지 때문에 어떤 위험이 있나요?,미세먼지는 노인에게 특히 주의가 필요합니다. 노인은 호흡기 질환자 및 심혈관계 질환자와 함께 미세먼지에 장기간 노출되면 호흡기뿐 아니라 심장과 혈관에 영구적인 문제가 생길 수 있습니다.,https://www.youtube.com/watch?v=DZF5jSaam2g
10월 8일에 어떤 일정 변경이 있었나요?,"10월 8일에 독감 예방접종 일정이 변경되었다고 발표되었습니다. 정부는 13세부터 18세까지의 무료 접종이 10월 12일부터 순차적으로 재개된다고 발표했으나, 10월 8일에 다시 일정을 변경했습니다.",https://www.youtube.com/watch?v=ZtpV18GRqvw
수족구병이 뭐에요?,"수족구병은 손과 발, 입에 물집이 생기는 질환으로 발열이 동반될 수 있습니다. 이 질환에 걸리면 일정 기간 어린이집이나 유치원에 등원할 수 없으며, 보통 열이 떨어지고 입안의 물집이 완전히 나을 때까지 격리하는 것이 일반적입니다.",https://www.youtube.com/watch?v=AQjV-lq8LTk
펜벤다졸이 암 치료에 효과가 있을까요?,"펜벤다졸이 암 치료에 효과가 있을 가능성을 완전히 배제할 수는 없지만, 현재 사람 대상 근거와 안전성 데이터가 부족하여 암치료에 함부로 사용하는 것은 권장하지 않습니다. 이미 효과가 입증된 항암제를 우선적으로 사용하는 것이 안전합니다.",https://www.youtube.com/watch?v=WvSYnSGuG4k
전신마취가 필요한 설소대 수술의 경우는 어떤 상황인가요?,"많은 경우 두 살이 지나도 전신마취가 필요하지 않고 간단히 시행할 수 있습니다. 수술 시기는 언제든 가능하며, 수유에 문제가 있다면 진료를 받으시면 됩니다.",https://www.youtube.com/watch?v=SkiLr0wSvmE
13세 미만 어린이에게 제공되는 독감 백신은 이번 중단과 어떤 관계가 있습니까?,"13세 미만에게 제공되는 무료 백신은 병원이 업체에서 직접 구매·배송받는 별도의 체계이기 때문에 이번 문제와 무관하며, 이미 접종한 어린이는 걱정할 필요가 없습니다.",https://www.youtube.com/watch?v=Lxjj_QVWQAw
신생아의 눈물 기능과 눈곱이 끼는 원인에 대해 자세히 설명해 주실 수 있나요?,"신생아의 눈물 기능은 눈꺼풀 안쪽의 눈물샘에서 만들어진 눈물이 눈의 코 쪽 모서리에 있는 가느다란 통로를 통해 코로 빠져나가는 방식으로 작동합니다. 눈물에는 눈을 보호하고 윤활을 돕는 단백질과 지방 성분이 포함되어 있습니다. 신생아는 어른보다 몸무게가 작아 상대적으로 눈물길이 좁고 통로가 잘 기능하지 않아 눈물이 잘 빠지지 않는 경우가 있어 눈곱이 끼는 경우가 많습니다. 눈곱이 가볍게 끼고 흰자위가 붉지 않으며 다른 문제가 없다면 거즈로 닦아 주고 경과를 지켜볼 수 있습니다. 그러나 눈곱이 계속 끼거나 염증·감염이 의심되면 의사의 진료를 받는 것이 안전합니다. 눈물길 발달이 미숙한 경우라면 대부분 아기가 자라면서 저절로 좋아지지만, 불편함이나 위생 문제로 감염이 생길 수 있어 필요한 경우 눈물 배출을 돕기 위한 눈물길 마사지가 필요할 수 있습니다.",https://www.youtube.com/watch?v=0nmgcgmvoxE
소아청소년과에서 감기의 전염 경로와 예방 방법에 대해 어떻게 설명하나요?,"소아청소년과 전문의는 감기가 전염되는 병이며, 감기에 걸린 아이들은 다른 아이들에게 감기를 옮기지 않도록 어린이집 등 사람이 모이는 곳은 피하는 것이 좋다고 설명합니다. 감기는 여러 종류의 바이러스에 의해 발생하며, 바이러스가 몸에 들어온 뒤 잠복기가 있어 증상이 나타나기까지 시간이 걸릴 수 있습니다. 또한, 증상이 없는 상태에서도 감기를 옮길 수 있으므로, 외출한 부모는 반드시 손을 씻고 아이와 다른 가족을 만날 때 주의해야 한다고 강조합니다. 손 씻기는 감기 예방에도 중요하다고 덧붙입니다.",https://www.youtube.com/watch?v=XPSRAynOrmE
소아청소년과에서 아기 변 색깔에 대한 상담은 언제 필요합니까?,"아기 변 색깔에 대해 걱정된다면 소아청소년과에 상담하는 것이 좋습니다. 특히 신생아 때부터 노란색이 없이 흰색 변이 나타난다면 담도가 막혀 흰색 변이 나타날 수 있으므로 가능한 빨리 진료를 받아야 합니다. 또한, 토마토 케찹 같은 선홍색 변을 보면서 아이가 심하게 울거나 반복적으로 보챈다면 응급실을 방문해야 하며, 진짜 검은색 변을 보는 경우에도 즉시 병원에 가야 합니다.",https://www.youtube.com/watch?v=-Z1NnZnuZJM
코로나 때문에 아이들이 말을 잘 배우지 못하는 이유는 무엇인가요?,"코로나로 인해 이웃을 잘 만나지 못하면서 어른들의 일상 대화를 듣지 못하고 자라는 아이들이 많아졌습니다. 이는 언어 발달에 중요한 영향을 미치며, 아이들이 언어를 배우기 위해서는 어른들의 대화를 많이 듣는 것이 필수적입니다.",https://www.youtube.com/watch?v=SDTMhEW2iRg
말 늦은 아이에 대해 언어치료가 필요할까요?,"말이 늦는 아이들은 여러 원인이 있을 수 있으며, 언어치료가 필요한 경우와 그렇지 않은 경우가 있습니다. 가장 먼저 확인해야 할 것은 아이가 단순한 지연인지 병적인 문제인지입니다. 만약 아이가 정상아인데 일상 대화량이 부족해 말이 늦어지는 경우라면, 언어치료보다 가정에서의 언어 노출을 늘리는 것이 더 중요합니다. 언어치료는 보조적 수단으로, 일상 대화를 통한 노출이 가장 효과적입니다.",https://www.youtube.com/watch?v=GYopx8uMJIA
타이레놀은 해열제로 사용될 수 있나요?,"네, 타이레놀은 해열제로 사용될 수 있으며, 전문가들 사이에서는 타이레놀이 조금 더 선호되는 경우가 많습니다. 안전성 측면에서 큰 차이는 없지만, 해열제를 사용할 때는 정해진 용법과 용량을 지켜야 합니다.",https://www.youtube.com/watch?v=tR0l8m3j2h8
